입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금,환자부담금,연도,연령대
입원,J01,급성 부비동염,34,1572.5,8783.5,1609.5,1585824.5,1193279.0,351811,2019,0_9
입원,H65,비화농성 중이염,35,1316.75,6108.5,1466.25,3103804.0,2703197.25,264578,2019,0_9
입원,A49,상세불명 부위의 세균감염,36,1002.0,18689.25,1628.125,3041201.0,2745176.0,296025,2019,0_9
입원,K35,급성 충수염,37,3842.0,18479.0,4083.0,12035680.0,11125531.0,910149,2019,0_9
입원,J36,편도주위농양,38,2306.0,10574.0,2584.5,2156264.0,1784919.0,249572,2019,0_9
입원,J16,달리 분류되지 않은 기타 감염성 병원체에 의한 폐렴,39,596.125,5601.375,604.0,1356592.0,1015291.25,292298,2019,0_9
입원,G03,기타 및 상세불명의 원인에 의한 수막염,40,632.5,4980.5,843.5,1956524.5,1406664.0,368957,2019,0_9
입원,S52,아래팔의 골절,41,3735.0,14564.0,4419.0,4680818.0,4158183.0,522635,2019,0_9
입원,J04,급성 후두염 및 기관염,42,628.25,2814.25,692.75,514728.25,396843.75,201325,2019,0_9
입원,A04,기타 세균성 장감염,43,3398.0,16456.0,3553.0,2925404.0,2634719.0,290685,2019,0_9
입원,R11,구역 및 구토,44,2655.5,7006.0,2904.25,1302020.0,1192898.0,109122,2019,0_9
입원,S06,두개내손상,45,3266.0,10569.0,3780.0,4400110.0,4031462.0,368648,2019,0_9
입원,A87,바이러스수막염,46,453.25,3854.5,515.75,1540290.5,1021794.0,276460,2019,0_9
입원,S01,머리의 열린상처,47,3094.0,4397.0,3186.0,1306584.0,1169380.0,137204,2019,0_9
입원,G40,뇌전증,48,2922.0,31283.0,4327.5,7779852.75,7000282.625,1040984,2019,0_9
입원,L50,두드러기,49,2004.625,4903.875,2206.0,863994.125,652957.25,86439,2019,0_9
입원,P24,신생아흡인증후군,50,2842.0,18150.0,2929.0,8424852.0,8378791.0,46061,2019,0_9
입원,R62,기대되는 정상 생리학적 발달의 결여,51,2775.0,120747.0,54184.0,19284020.0,17830195.0,1453825,2019,0_9
입원,A41,기타 패혈증,52,2769.0,13139.0,2907.0,4564779.0,4290286.0,274493,2019,0_9
입원,S53,"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장",53,987.875,3217.0,1114.75,660503.0,622663.0,37840,2019,0_9
입원,J39,상기도의 기타 질환,54,928.5,6355.625,1010.375,2249884.0,1932504.0,317380,2019,0_9
입원,Q21,심장중격의 선천기형,55,631.0,4260.875,746.375,8236791.5,7626038.875,1855740,2019,0_9
입원,K59,기타 기능성 장장애,56,2650.0,5213.0,2781.0,1243622.0,1159510.0,84112,2019,0_9
입원,Q10,"눈꺼풀, 눈물기관 및 안와의 선천기형",57,2579.0,4348.0,2733.0,3771667.0,3474865.0,296802,2019,0_9
입원,E86,용적고갈,58,1423.25,4768.75,1484.5,1264141.625,962316.0,140610,2019,0_9
입원,I88,비특이성 림프절염,59,2457.0,11860.0,2643.0,2496234.0,2228326.0,267908,2019,0_9
입원,J13,폐렴연쇄알균에 의한 폐렴,60,1586.25,11228.25,1774.125,2197068.0,1975279.0,221789,2019,0_9
입원,S00,머리의 표재성 손상,61,1599.0,2586.0,1650.625,515483.0,485587.0,29896,2019,0_9
입원,H02,눈꺼풀의 기타 장애,62,2023.0,3330.0,2062.0,2754678.0,2475473.125,221051,2019,0_9
입원,S02,두개골 및 안면골의 골절,63,2015.0,7138.0,2167.0,1988796.0,1749413.0,239383,2019,0_9
입원,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,64,1334.5,5817.25,1420.75,1158577.875,969654.0,133413,2019,0_9
입원,L04,급성 림프절염,65,1234.25,6387.25,1416.0,1477642.25,1249340.5,245157,2019,0_9
입원,E34,기타 내분비장애,66,1945.0,4842.0,2091.0,1450275.0,1333728.0,116547,2019,0_9
입원,K12,구내염 및 관련 병변,67,678.125,6113.0,895.0,853941.0,766509.0,87432,2019,0_9
입원,D69,자반 및 기타 출혈성 병태,68,891.5,11312.75,1305.0,3755837.0,3349454.0,406383,2019,0_9
입원,T23,손목 및 손의 화상 및 부식,69,857.0,6806.0,1127.0,1688646.0,1493876.0,194770,2019,0_9
입원,R51,두통,70,1661.0,3778.0,1715.0,1055579.0,968953.0,86626,2019,0_9
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,336.25,2200.5,367.5,548093.25,402964.75,117461,2019,0_9
입원,T78,달리 분류되지 않은 유해작용,72,1634.0,3388.0,1752.0,763673.0,705297.0,58376,2019,0_9
입원,Q38,"혀, 입 및 인두의 기타 선천기형",73,1583.0,2924.0,1645.0,970268.0,886884.0,83384,2019,0_9
입원,N30,방광염,74,1528.0,7436.0,1648.0,1321517.0,1188321.0,133196,2019,0_9
입원,Q53,미하강고환,75,1493.0,3286.0,1606.0,3374934.0,3124683.0,250251,2019,0_9
입원,L03,연조직염,76,1477.0,7013.0,1553.0,1442674.0,1283114.0,159560,2019,0_9
입원,S82,발목을 포함한 아래다리의 골절,77,1453.0,9456.0,1680.0,1828663.0,1592995.0,235668,2019,0_9
입원,P70,태아 및 신생아에 특이한 일과성 탄수화물대사장애,78,1420.0,8738.0,1449.0,3370459.0,3350237.0,20222,2019,0_9
입원,G80,뇌성마비,79,1393.0,100155.0,35224.0,17177286.0,15933834.0,1243452,2019,0_9
입원,J30,혈관운동성 및 알레르기성 비염,80,812.5,2152.0,926.0,509264.5,395531.5,75950,2019,0_9
입원,J40,급성인지 만성인지 명시되지 않은 기관지염,81,1307.0,4060.0,1359.0,685055.0,611208.0,73847,2019,0_9
입원,P36,신생아의 세균패혈증,82,1289.0,9950.0,1342.0,6039940.0,5999862.0,40078,2019,0_9
입원,K52,기타 비감염성 위장염 및 결장염,83,1278.0,3701.0,1369.0,701227.0,642862.0,58365,2019,0_9
입원,S62,손목 및 손부위의 골절,84,1271.0,4662.0,1386.0,1221027.0,1077530.0,143497,2019,0_9
입원,K29,위염 및 십이지장염,85,1255.0,2695.0,1295.0,464865.0,427000.0,37865,2019,0_9
입원,K00,치아의 발육 및 맹출 장애,86,1207.0,2569.0,1242.0,830120.0,735825.0,94295,2019,0_9
입원,N43,음낭수종 및 정액류,87,1179.0,2174.0,1258.0,1642032.0,1505924.0,136108,2019,0_9
입원,M67,윤활막 및 힘줄의 기타 장애,88,1130.0,5828.0,1198.0,850229.0,730816.0,119413,2019,0_9
입원,E23,뇌하수체의 기능저하 및 기타 장애,89,1127.0,3201.0,1277.0,1413884.0,1303877.0,110007,2019,0_9
입원,J32,만성 부비동염,90,1092.0,4332.0,1148.0,998246.0,878020.0,120226,2019,0_9
입원,P03,진통 및 분만의 기타 합병증에 의해 영향을 받은 태아 및 신생아,91,1072.0,5402.0,1075.0,1078408.0,1071894.0,6514,2019,0_9
입원,K92,소화계통의 기타 질환,92,1043.0,2711.0,1078.0,1237427.0,1159353.0,78074,2019,0_9
입원,P28,출생전후기에 기원한 기타 호흡기병태,93,1028.0,8426.0,1062.0,4722958.0,4692291.0,30667,2019,0_9
입원,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",94,970.0,3454.0,1148.0,479533.0,424739.0,54794,2019,0_9
입원,P01,임신의 산모합병증에 의해 영향을 받은 태아 및 신생아,95,967.0,6102.0,989.0,2416979.0,2403029.0,13950,2019,0_9
입원,A02,기타 살모넬라감염,96,881.875,5464.625,974.0,1279415.0,1140298.0,139117,2019,0_9
입원,S61,손목 및 손의 열린상처,97,936.0,2148.0,962.0,531773.0,477049.0,54724,2019,0_9
입원,S92,발목을 제외한 발의 골절,98,925.0,4560.0,1012.0,924655.0,806334.0,118321,2019,0_9
입원,B30,바이러스결막염,99,924.0,3398.0,953.0,576584.0,505931.0,70653,2019,0_9
입원,T18,소화관속의 이물,100,861.125,1820.0,928.375,590928.0,544637.0,46291,2019,0_9
입원,D22,멜라닌세포모반,101,913.0,2521.0,1251.0,1447483.0,1306545.0,140938,2019,0_9
입원,H00,맥립종 및 콩다래끼,102,910.0,1455.0,954.0,537993.0,490507.0,47486,2019,0_9
입원,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,103,903.0,2528.0,931.0,1067450.0,952579.0,114871,2019,0_9
입원,E16,췌장내분비의 기타 장애,103,903.0,2397.0,956.0,745271.0,692209.0,53062,2019,0_9
입원,Q18,얼굴 및 목의 기타 선천기형,105,889.0,3445.0,1050.625,1144386.5,972686.5,122469,2019,0_9
입원,B01,수두,106,633.75,3933.5,650.0,1013386.0,930136.375,74068,2019,0_9
입원,J14,인플루엔자균에 의한 폐렴,107,886.0,4719.0,928.0,986044.0,882428.0,103616,2019,0_9
입원,T24,발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,108,734.0,4418.0,910.875,985189.0,859199.0,125990,2019,0_9
입원,P05,태아성장지연 및 태아영양실조,109,844.5,9144.0,855.125,5685260.0,5654897.0,30363,2019,0_9
입원,S60,손목 및 손의 표재성 손상,110,609.125,979.0,632.75,163017.0,152273.0,10744,2019,0_9
입원,Q25,대동맥혈관의 선천기형,111,829.0,13089.0,1136.0,16537284.0,16181625.0,355659,2019,0_9
입원,R06,호흡의 이상,112,826.0,2024.0,857.0,733225.0,688909.0,44316,2019,0_9
입원,Q55,남성생식기관의 기타 선천기형,113,799.0,1523.5,844.0,1716687.0,1587872.0,128815,2019,0_9
입원,D18,모든 부위의 혈관종 및 림프관종,114,760.0,4281.0,994.0,1825006.0,1677001.0,148005,2019,0_9
입원,M65,윤활막염 및 힘줄윤활막염,115,727.0,2482.0,772.0,594983.0,523546.0,71437,2019,0_9
입원,T17,기도의 이물,116,387.5,1039.0,426.5,303979.0,281017.0,22962,2019,0_9
입원,R05,기침,117,691.0,985.0,705.0,159799.0,145910.0,13889,2019,0_9
입원,P00,현재 임신과는 관계 없을 것 같은 산모병태에 의해 영향받은 태아 및 신생아,118,682.0,4136.0,690.0,1729742.0,1722666.0,7076,2019,0_9
입원,G47,수면장애,119,676.0,1549.0,752.0,792354.0,747581.0,44773,2019,0_9
입원,T20,머리 및 목의 화상 및 부식,120,667.0,4441.0,796.0,1087219.0,943623.0,143596,2019,0_9
입원,N13,폐색성 및 역류성 요로병증,121,657.0,3917.0,812.0,2218161.0,1992828.0,225333,2019,0_9
입원,T21,몸통의 화상 및 부식,122,421.5,3140.0,518.5,773852.0,683717.0,90135,2019,0_9
입원,P92,신생아의 수유문제,123,645.0,4883.0,665.0,2606916.0,2591733.0,15183,2019,0_9
입원,L01,농가진,124,473.75,2715.0,521.75,613678.75,556042.375,59478,2019,0_9
입원,H71,중이의 진주종,125,624.0,2155.0,721.0,1671999.0,1549677.0,122322,2019,0_9
입원,E30,달리 분류되지 않은 사춘기의 장애,126,607.0,1262.0,633.0,413980.0,385737.0,28243,2019,0_9
입원,S50,아래팔의 표재성 손상,127,388.125,713.0,427.25,143060.0,134497.0,8563,2019,0_9
입원,E22,뇌하수체의 기능항진,128,593.0,832.0,613.25,315376.0,294182.0,21194,2019,0_9
입원,G41,뇌전증지속상태,129,592.0,6744.0,1679.0,3484696.0,3240134.0,244562,2019,0_9
입원,K01,매몰치 및 매복치,130,588.0,1056.0,591.0,417245.0,369689.0,47556,2019,0_9
입원,C91,림프성 백혈병,131,565.125,26474.0,2324.0,13681458.0,12586184.0,1095274,2019,0_9
입원,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",132,578.0,1570.0,627.0,643222.0,587268.0,55954,2019,0_9
입원,T14,상세불명의 신체부위의 손상,133,574.0,1006.0,588.0,300578.0,275802.0,24776,2019,0_9
입원,D23,피부의 기타 양성 신생물,134,561.0,1183.0,595.0,493786.0,444776.0,49010,2019,0_9
입원,A38,성홍열,135,552.0,2211.0,574.0,426825.0,390631.0,36194,2019,0_9
입원,K11,침샘의 질환,136,551.0,1599.0,576.0,433451.0,393741.0,39710,2019,0_9
입원,Q62,신우의 선천성 폐색성 결손 및 요관의 선천기형,136,518.0,3210.0,657.0,2060709.0,1903848.0,156861,2019,0_9
입원,R31,상세불명의 혈뇨,138,546.0,1918.0,576.0,526849.0,473979.0,52870,2019,0_9
입원,P23,선천폐렴,139,545.0,5005.0,575.0,3662009.0,3643906.0,18103,2019,0_9
입원,Q69,다지증,140,529.0,2632.0,559.0,1029425.0,933955.0,95470,2019,0_9
입원,L00,포도알균성 화상피부증후군,141,509.0,3489.0,539.0,809797.0,736838.0,72959,2019,0_9
입원,B27,감염성 단핵구증,142,474.125,2866.375,556.0,681991.0,574577.125,72503,2019,0_9
입원,T31,포함된 신체표면의 정도에 따라 분류된 화상,143,494.0,6689.0,704.0,1987230.0,1668916.0,318314,2019,0_9
입원,T25,발목 및 발의 화상 및 부식,144,472.0,2940.0,546.0,707348.0,622501.0,84847,2019,0_9
입원,H90,전음성 및 감각신경성 청력소실,145,469.0,1320.0,544.0,4609375.0,3912976.875,367822,2019,0_9
입원,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",146,465.0,1728.0,488.0,582405.0,566062.0,16343,2019,0_9
입원,R42,어지럼증 및 어지럼,147,458.0,948.0,483.0,289787.0,267371.0,22416,2019,0_9
입원,L51,다형홍반,148,454.0,2117.0,480.0,547201.0,494606.0,52595,2019,0_9
입원,P83,태아 및 신생아에 특이한 피부의 기타 병태,149,452.0,1491.0,466.0,1110753.0,1059810.0,50943,2019,0_9
입원,B09,피부 및 점막병변이 특징인 상세불명의 바이러스감염,150,443.0,1419.875,463.0,287899.0,257504.25,31216,2019,0_9
입원,J46,천식지속상태,151,438.0,3344.0,497.0,564077.0,511355.0,52722,2019,0_9
입원,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,152,430.0,699.0,440.0,132040.0,121260.0,10780,2019,0_9
입원,S90,발목 및 발의 표재성 손상,153,429.0,621.0,433.0,110012.0,101183.0,8829,2019,0_9
입원,Q54,요도하열,154,422.0,3997.0,484.0,2120656.0,1893309.0,227347,2019,0_9
입원,P08,장기임신 및 고체중출산에 관련된 장애,155,421.0,2192.0,425.0,538539.0,535301.0,3238,2019,0_9
입원,K02,치아우식,156,415.0,929.5,435.0,303562.0,265443.25,25666,2019,0_9
입원,T30,상세불명 신체부위의 화상 및 부식,157,370.125,536.0,393.625,122461.0,111394.0,11067,2019,0_9
입원,D21,결합조직 및 기타 연조직의 기타 양성 신생물,158,408.0,1113.0,429.0,454072.0,412823.0,41249,2019,0_9
입원,T22,손목 및 손을 제외한 어깨와 팔의 화상 및 부식,159,401.0,1628.0,443.0,370695.0,330616.0,40079,2019,0_9
입원,Q20,심장 방실 및 연결의 선천기형,159,401.0,10515.0,808.0,17192334.0,16577885.0,614449,2019,0_9
입원,S91,발목 및 발의 열린상처,161,400.0,1274.0,419.0,284581.0,250872.0,33709,2019,0_9
입원,T81,달리 분류되지 않은 처치의 합병증,162,399.0,2042.0,431.0,527899.0,473736.0,54163,2019,0_9
입원,R21,발진 및 기타 비특이성 피부발진,163,381.375,825.0,398.0,203742.0,173299.125,14931,2019,0_9
입원,L20,아토피성 피부염,164,321.0,2147.0,439.0,403487.0,359535.0,43952,2019,0_9
입원,S09,머리의 기타 및 상세불명의 손상,165,377.0,793.0,381.0,254715.0,232668.0,22047,2019,0_9
입원,P20,자궁내저산소증,166,371.0,2484.0,408.0,1490920.0,1484136.0,6784,2019,0_9
입원,M79,달리 분류되지 않은 기타 연조직장애,167,366.0,761.0,376.0,165330.0,148023.0,17307,2019,0_9
입원,G93,뇌의 기타 장애,168,361.0,13142.0,3298.0,3727791.0,3424457.0,303334,2019,0_9
입원,Q35,구개열,168,361.0,2392.0,388.0,1399116.0,1303590.0,95526,2019,0_9
입원,Q43,장의 기타 선천기형,170,359.0,7728.0,576.0,4776504.0,4513365.0,263139,2019,0_9
입원,R07,목구멍 및 가슴의 통증,171,358.0,512.0,365.0,133286.0,123084.0,10202,2019,0_9
입원,N48,음경의 기타 장애,172,355.0,747.0,369.0,179582.0,162197.0,17385,2019,0_9
입원,Q40,상부소화관의 기타 선천기형,173,352.0,1852.0,414.0,1324071.0,1247080.0,76991,2019,0_9
입원,K61,항문 및 직장부의 농양,174,350.0,663.0,400.0,347511.0,322593.0,24918,2019,0_9
입원,D70,무과립구증,175,332.0,2004.0,431.0,745694.0,684784.0,60910,2019,0_9
입원,R23,기타 피부변화,176,327.0,1338.0,343.0,632378.0,619238.0,13140,2019,0_9
입원,Q70,합지증,177,326.0,2344.0,361.0,1052612.0,955836.0,96776,2019,0_9
입원,R04,기도출혈,178,324.0,523.0,337.0,146254.0,137019.0,9235,2019,0_9
입원,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",179,321.0,1119.0,357.0,235048.0,207445.0,27603,2019,0_9
입원,Q36,구순열,180,319.0,1461.0,337.0,1036199.0,941682.0,94517,2019,0_9
입원,H93,달리 분류되지 않은 귀의 기타 장애,181,317.0,763.0,424.0,1163247.25,808929.75,132800,2019,0_9
입원,K75,기타 염증성 간질환,182,314.0,1670.0,347.0,512933.0,450481.0,62452,2019,0_9
입원,P13,골격의 출산손상,182,314.0,1173.625,319.0,282510.0,280488.0,2022,2019,0_9
입원,B26,볼거리,184,267.0,1339.0,274.5,291006.0,264936.5,21880,2019,0_9
입원,G43,편두통,184,310.0,669.0,317.0,234305.0,216901.0,17404,2019,0_9
입원,S72,대퇴골의 골절,186,309.0,2849.0,432.0,793851.0,690235.0,103616,2019,0_9
입원,D16,골 및 관절연골의 양성 신생물,187,306.0,1509.5,331.0,602462.0,477281.0,53162,2019,0_9
입원,P39,출생전후기에 특이한 기타 감염,188,303.0,2076.0,309.0,834733.0,829058.0,5675,2019,0_9
입원,S63,"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",189,295.0,408.0,299.0,82118.0,76199.0,5919,2019,0_9
입원,Q42,"대장의 선천 결여, 폐쇄 및 협착",190,293.0,4000.0,413.0,3198730.0,3068914.0,129816,2019,0_9
입원,Q87,다발계통에 영향을 주는 기타 명시된 선천기형증후군,190,293.0,8933.0,3662.0,3214078.0,3031323.0,182755,2019,0_9
입원,M25,달리 분류되지 않은 기타 관절장애,192,290.0,803.0,343.0,355596.0,330311.0,25285,2019,0_9
입원,H05,안와의 장애,193,276.0,1279.75,294.0,324854.0,289708.0,35146,2019,0_9
입원,Q82,피부의 기타 선천기형,194,275.0,1340.0,347.0,548223.0,483720.0,70304,2019,0_9
입원,K21,위-식도역류병,194,275.0,1522.0,287.0,780986.0,710178.0,70808,2019,0_9
입원,R55,실신 및 허탈,194,1227.375,499.0,1327.125,192146.0,179264.0,12882,2019,0_9
입원,L02,"피부의 농양, 종기 및 큰종기",197,274.0,1686.0,293.0,505128.0,457002.0,48126,2019,0_9
입원,H10,결막염,198,273.0,697.0,274.0,95544.0,87152.0,8392,2019,0_9
입원,H35,기타 망막장애,199,272.0,1019.0,419.0,950999.0,907784.0,43215,2019,0_9
입원,G91,수두증,200,271.0,6875.0,1800.0,3738753.0,3535937.0,202816,2019,0_9
입원,H49,마비성 사시,201,270.0,522.0,317.0,369244.0,336171.0,33073,2019,0_9
입원,B17,기타 급성 바이러스간염,202,267.0,1442.0,292.0,388021.0,348056.0,39965,2019,0_9
입원,S80,아래다리의 표재성 손상,203,265.0,431.0,268.0,74736.0,68195.0,6541,2019,0_9
입원,L72,피부 및 피하조직의 모낭낭,204,264.0,668.0,287.0,258144.0,232887.0,25257,2019,0_9
입원,R45,정서상태에 관련된 증상 및 징후,205,263.0,359.0,286.0,63461.0,59654.0,3807,2019,0_9
입원,Q75,두개골 및 안면골의 기타 선천기형,205,263.0,2766.0,638.0,1924652.0,1753956.0,170696,2019,0_9
입원,J96,달리 분류되지 않은 호흡부전,207,258.0,2988.0,298.0,1491404.0,1390490.0,100914,2019,0_9
입원,C71,뇌의 악성 신생물,208,254.0,15807.0,2716.0,8234866.0,7360532.0,874334,2019,0_9
입원,S30,"복부, 아래등 및 골반의 표재성 손상",208,254.0,445.0,258.0,97732.0,89662.0,8070,2019,0_9
입원,P90,신생아의 경련,210,251.0,2377.0,315.0,1770846.0,1748011.0,22835,2019,0_9
입원,T50,"이뇨제 및 기타 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독",210,251.0,510.625,258.0,234993.625,199994.5,6406,2019,0_9
입원,S66,손목 및 손 부위의 근육 및 힘줄의 손상,212,250.0,1151.0,263.0,340673.0,301481.0,39192,2019,0_9
입원,Q22,폐동맥판 및 삼첨판의 선천기형,213,247.0,4172.0,659.0,5606770.0,5385619.0,221151,2019,0_9
입원,R00,심장박동의 이상,214,244.0,819.0,257.0,400482.0,390412.0,10070,2019,0_9
입원,Q68,기타 선천성 근골격변형,215,242.0,1740.0,311.0,461531.0,410116.0,51415,2019,0_9
입원,Q44,"담낭, 담관 및 간의 선천기형",215,242.0,5845.0,484.0,3768813.0,3407294.0,361519,2019,0_9
입원,Q74,사지의 기타 선천기형,217,239.0,1531.5,334.0,773428.0,710757.0,62671,2019,0_9
입원,B99,기타 및 상세불명의 감염성 질환,217,209.75,604.0,245.0,171194.0,162389.0,8805,2019,0_9
입원,G04,"뇌염, 척수염 및 뇌척수염",219,238.0,5050.0,826.0,2849381.0,2613807.0,235574,2019,0_9
입원,Q67,"머리, 얼굴, 척추 및 흉부의 선천성 근골격변형",219,238.0,1427.0,263.0,1070605.0,960483.0,110122,2019,0_9
입원,N45,고환염 및 부고환염,221,236.0,985.0,245.0,193250.0,170859.0,22391,2019,0_9
입원,D17,양성 지방종성 신생물,222,234.0,920.0,242.0,443386.0,403763.0,39623,2019,0_9
입원,I47,발작성 빈맥,223,232.0,1267.0,414.0,681817.0,651584.0,30233,2019,0_9
입원,Q17,귀의 기타 선천기형,224,226.0,997.0,242.0,673564.0,607028.0,66536,2019,0_9
입원,I67,기타 뇌혈관질환,225,225.0,4303.0,977.0,2768410.0,2525629.0,242781,2019,0_9
입원,H91,기타 청력소실,226,223.0,997.0,291.0,3579923.0,3289472.0,290451,2019,0_9
입원,N04,신증후군,227,221.0,3150.0,374.0,1037905.0,923050.0,114855,2019,0_9
입원,R68,기타 전신 증상 및 징후,227,221.0,263.0,227.0,60617.0,56846.0,3771,2019,0_9
입원,P29,출생전후기에 기원한 심혈관장애,229,219.0,3032.0,241.0,4065069.0,4044511.0,20558,2019,0_9
입원,A48,달리 분류되지 않은 기타 세균성 질환,229,188.25,1120.0,204.875,125541.0,111489.0,14052,2019,0_9
입원,M60,근염,231,216.0,860.0,230.0,257091.0,234469.0,22622,2019,0_9
입원,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",232,212.0,539.0,220.0,88591.0,78445.0,10146,2019,0_9
입원,K60,항문 및 직장부의 열창 및 누공,232,212.0,417.0,221.0,206317.0,189118.0,17199,2019,0_9
입원,I46,심장정지,234,209.0,1875.0,243.0,1848774.0,1737206.0,111568,2019,0_9
입원,E03,기타 갑상선기능저하증,235,208.0,628.0,217.0,409175.0,384116.0,25059,2019,0_9
입원,Q89,달리 분류되지 않은 기타 선천기형,236,203.0,1583.0,276.0,1108255.0,1053423.0,54832,2019,0_9
입원,S67,손목 및 손의 으깸손상,236,203.0,1184.0,218.0,246205.0,215876.0,30329,2019,0_9
입원,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,236,203.0,1231.0,213.0,203420.0,183075.0,20345,2019,0_9
입원,J44,기타 만성 폐쇄성 폐질환,239,202.0,2208.0,377.0,1071304.0,982279.0,89025,2019,0_9
