입원외래구분,코드,3단질병명,순위,환자수,내원일수,청구건수,요양급여비용총액,보험자부담금,환자부담금,연도,연령대,이상치컬럼
입원,A04,기타 세균성 장감염,71,2932,52929,4350,14048822,11043039,3005783,2021,80_,내원일수
입원,A04,기타 세균성 장감염,72,3165,53962,4714,14787626,11604710,3182916,2022,80_,내원일수
입원,A04,기타 세균성 장감염,69,4222,69585,6296,21561677,16988282,4573395,2023,80_,내원일수
입원,A04,기타 세균성 장감염,29,5089,26614,5515,5994712,5388553,606159,2022,0_9,청구건수
입원,A04,기타 세균성 장감염,32,5707,32804,6297,7801471,7024954,776517,2023,0_9,청구건수
입원,A04,기타 세균성 장감염,69,4222,69585,6296,21561677,16988282,4573395,2023,80_,청구건수
입원,A04,기타 세균성 장감염,72,3165,53962,4714,14787626,11604710,3182916,2022,80_,요양급여비용총액
입원,A04,기타 세균성 장감염,69,4222,69585,6296,21561677,16988282,4573395,2023,80_,요양급여비용총액
입원,A04,기타 세균성 장감염,67,3269,58254,4859,14320831,11326201,2994630,2020,80_,보험자부담금
입원,A04,기타 세균성 장감염,72,3165,53962,4714,14787626,11604710,3182916,2022,80_,보험자부담금
입원,A04,기타 세균성 장감염,69,4222,69585,6296,21561677,16988282,4573395,2023,80_,보험자부담금
입원,A04,기타 세균성 장감염,67,3577,57168,4842,13317294,10512846,2804448,2019,80_,환자부담금
입원,A04,기타 세균성 장감염,67,3269,58254,4859,14320831,11326201,2994630,2020,80_,환자부담금
입원,A04,기타 세균성 장감염,71,2932,52929,4350,14048822,11043039,3005783,2021,80_,환자부담금
입원,A04,기타 세균성 장감염,72,3165,53962,4714,14787626,11604710,3182916,2022,80_,환자부담금
입원,A04,기타 세균성 장감염,101,2874,32933,3763,11481021,9094511,2386510,2023,70_79,환자부담금
입원,A04,기타 세균성 장감염,69,4222,69585,6296,21561677,16988282,4573395,2023,80_,환자부담금
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,185,260,1673,272,284160,247352,36808,2020,0_9,내원일수
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,192,248,1919,260,334423,282713,51710,2021,10_19,내원일수
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,192,248,1919,260,334423,282713,51710,2021,10_19,요양급여비용총액
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,192,248,1919,260,334423,282713,51710,2021,10_19,보험자부담금
입원,A05,달리 분류되지 않은 기타 세균성 음식매개중독,456,39,225,39,28890,25852,3038,2023,0_9,환자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,환자수
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,환자수
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,환자수
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,환자수
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,22,3544,12811,3801,2213378,1934199,279179,2019,10_19,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,22,2993,10760,3311,2225749,1909992,315757,2020,10_19,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,15,3262,14230,3698,3112156,2703766,408390,2021,10_19,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,35,2231,9533,2407,2144676,1888721,255955,2023,10_19,내원일수
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,청구건수
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,청구건수
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,청구건수
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,청구건수
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,22,3544,12811,3801,2213378,1934199,279179,2019,10_19,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,22,2993,10760,3311,2225749,1909992,315757,2020,10_19,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,15,3262,14230,3698,3112156,2703766,408390,2021,10_19,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,35,2231,9533,2407,2144676,1888721,255955,2023,10_19,요양급여비용총액
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,22,3544,12811,3801,2213378,1934199,279179,2019,10_19,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,22,2993,10760,3311,2225749,1909992,315757,2020,10_19,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,15,3262,14230,3698,3112156,2703766,408390,2021,10_19,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,35,2231,9533,2407,2144676,1888721,255955,2023,10_19,보험자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,14,20553,81914,22153,14936690,13700587,1236103,2019,0_9,환자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,14,11832,47369,12792,9669969,8794764,875205,2020,0_9,환자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,10,21204,92750,23571,19960433,18067228,1893205,2022,0_9,환자부담금
입원,A08,바이러스성 및 기타 명시된 장감염,17,17536,80932,19254,17897588,16202678,1694910,2023,0_9,환자부담금
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,73195,238420,81057,38469339,34824652,3644687,2019,0_9,환자수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,4,53752,176431,60950,34105390,30581449,3523941,2022,0_9,환자수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,6,49324,151492,54937,30704255,27442886,3261369,2023,0_9,환자수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,73195,238420,81057,38469339,34824652,3644687,2019,0_9,내원일수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,73195,238420,81057,38469339,34824652,3644687,2019,0_9,청구건수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,41816,144258,46575,24856963,22029114,2827849,2020,0_9,청구건수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,4,53752,176431,60950,34105390,30581449,3523941,2022,0_9,청구건수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,6,49324,151492,54937,30704255,27442886,3261369,2023,0_9,청구건수
입원,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,73195,238420,81057,38469339,34824652,3644687,2019,0_9,보험자부담금
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,77,2715,90083,5874,22474811,21475396,999415,2019,80_,내원일수
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,87,2256,71880,4851,19708978,18862378,846600,2020,80_,내원일수
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,77,2715,90083,5874,22474811,21475396,999415,2019,80_,청구건수
입원,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,77,2715,90083,5874,22474811,21475396,999415,2019,80_,환자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,92,2044,55434,3996,14965124,14239195,725929,2019,80_,내원일수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,102,1810,49763,3709,13502969,12835661,667308,2020,80_,내원일수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,112,1595,44842,3274,13403875,12723519,680356,2021,80_,내원일수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,124,1485,38082,3142,12215719,11586383,629336,2022,80_,내원일수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,128,1663,37783,3312,13575376,12884158,691218,2023,80_,내원일수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,92,2044,55434,3996,14965124,14239195,725929,2019,80_,청구건수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,102,1810,49763,3709,13502969,12835661,667308,2020,80_,청구건수
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,92,2044,55434,3996,14965124,14239195,725929,2019,80_,요양급여비용총액
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,102,1810,49763,3709,13502969,12835661,667308,2020,80_,요양급여비용총액
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,112,1595,44842,3274,13403875,12723519,680356,2021,80_,요양급여비용총액
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,128,1663,37783,3312,13575376,12884158,691218,2023,80_,요양급여비용총액
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,92,2044,55434,3996,14965124,14239195,725929,2019,80_,보험자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,102,1810,49763,3709,13502969,12835661,667308,2020,80_,보험자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,128,1663,37783,3312,13575376,12884158,691218,2023,80_,보험자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,92,2044,55434,3996,14965124,14239195,725929,2019,80_,환자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,102,1810,49763,3709,13502969,12835661,667308,2020,80_,환자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,112,1595,44842,3274,13403875,12723519,680356,2021,80_,환자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,124,1485,38082,3142,12215719,11586383,629336,2022,80_,환자부담금
입원,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,128,1663,37783,3312,13575376,12884158,691218,2023,80_,환자부담금
입원,A18,기타 기관의 결핵,467,106,1066,149,428064,397374,30690,2019,20_29,환자수
입원,A18,기타 기관의 결핵,379,326,10750,716,3336827,3134872,201955,2019,70_79,환자수
입원,A40,연쇄알균패혈증,468,33,439,42,227388,213011,14377,2022,0_9,환자수
입원,A41,기타 패혈증,9,18145,335373,32397,71298082,56741420,14556662,2019,80_,환자수
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,환자수
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,환자수
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,환자수
입원,A41,기타 패혈증,24,14129,264261,29857,86348091,70344581,16003510,2023,70_79,환자수
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,환자수
입원,A41,기타 패혈증,9,18145,335373,32397,71298082,56741420,14556662,2019,80_,내원일수
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,내원일수
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,내원일수
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,내원일수
입원,A41,기타 패혈증,24,14129,264261,29857,86348091,70344581,16003510,2023,70_79,내원일수
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,내원일수
입원,A41,기타 패혈증,9,18145,335373,32397,71298082,56741420,14556662,2019,80_,청구건수
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,청구건수
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,청구건수
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,청구건수
입원,A41,기타 패혈증,24,14129,264261,29857,86348091,70344581,16003510,2023,70_79,청구건수
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,청구건수
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,요양급여비용총액
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,요양급여비용총액
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,요양급여비용총액
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,요양급여비용총액
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,보험자부담금
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,보험자부담금
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,보험자부담금
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,보험자부담금
입원,A41,기타 패혈증,8,23086,468023,46512,98484106,78549257,19934849,2020,80_,환자부담금
입원,A41,기타 패혈증,8,25471,519847,52449,112980494,90138032,22842462,2021,80_,환자부담금
입원,A41,기타 패혈증,7,31413,588302,66816,127755732,101955124,25800608,2022,80_,환자부담금
입원,A41,기타 패혈증,7,38825,698315,80743,171443440,137018295,34425145,2023,80_,환자부담금
입원,A48,달리 분류되지 않은 기타 세균성 질환,229,219,1120,233,125541,111489,14052,2019,0_9,환자수
입원,A48,달리 분류되지 않은 기타 세균성 질환,229,219,1120,233,125541,111489,14052,2019,0_9,청구건수
입원,A49,상세불명 부위의 세균감염,36,3858,20154,4362,3041201,2745176,296025,2019,0_9,환자수
입원,A49,상세불명 부위의 세균감염,38,2865,12002,3273,1935865,1724872,210993,2020,0_9,환자수
입원,A49,상세불명 부위의 세균감염,73,1116,5229,1223,1058936,954229,104707,2022,0_9,환자수
입원,A49,상세불명 부위의 세균감염,66,1720,8055,1883,1725772,1542968,182804,2023,0_9,환자수
입원,A49,상세불명 부위의 세균감염,36,3858,20154,4362,3041201,2745176,296025,2019,0_9,내원일수
입원,A49,상세불명 부위의 세균감염,190,954,19179,1560,6875776,5441558,1434218,2023,80_,내원일수
입원,A49,상세불명 부위의 세균감염,36,3858,20154,4362,3041201,2745176,296025,2019,0_9,청구건수
입원,A49,상세불명 부위의 세균감염,38,2865,12002,3273,1935865,1724872,210993,2020,0_9,청구건수
입원,A49,상세불명 부위의 세균감염,66,1720,8055,1883,1725772,1542968,182804,2023,0_9,청구건수
입원,A49,상세불명 부위의 세균감염,190,954,19179,1560,6875776,5441558,1434218,2023,80_,요양급여비용총액
입원,A49,상세불명 부위의 세균감염,190,954,19179,1560,6875776,5441558,1434218,2023,80_,보험자부담금
입원,A49,상세불명 부위의 세균감염,190,954,19179,1560,6875776,5441558,1434218,2023,80_,환자부담금
입원,A87,바이러스수막염,46,3204,13357,3339,2993435,2716975,276460,2019,0_9,환자수
입원,A87,바이러스수막염,83,803,4245,863,941304,782870,158434,2019,10_19,환자수
입원,A87,바이러스수막염,275,465,3301,497,1143418,819038,324380,2019,30_39,환자수
입원,A87,바이러스수막염,46,3204,13357,3339,2993435,2716975,276460,2019,0_9,내원일수
입원,A87,바이러스수막염,83,803,4245,863,941304,782870,158434,2019,10_19,내원일수
입원,A87,바이러스수막염,46,3204,13357,3339,2993435,2716975,276460,2019,0_9,청구건수
입원,A87,바이러스수막염,83,803,4245,863,941304,782870,158434,2019,10_19,청구건수
입원,A87,바이러스수막염,46,3204,13357,3339,2993435,2716975,276460,2019,0_9,요양급여비용총액
입원,A87,바이러스수막염,46,3204,13357,3339,2993435,2716975,276460,2019,0_9,보험자부담금
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,1638,7486,1703,1100299,982838,117461,2019,0_9,환자수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,66,1256,5658,1316,918537,797056,121481,2020,0_9,환자수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,93,767,3064,834,573202,503161,70041,2022,0_9,환자수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,95,910,4239,1028,815063,721584,93479,2023,0_9,환자수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,1638,7486,1703,1100299,982838,117461,2019,0_9,내원일수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,66,1256,5658,1316,918537,797056,121481,2020,0_9,내원일수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,93,767,3064,834,573202,503161,70041,2022,0_9,내원일수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,95,910,4239,1028,815063,721584,93479,2023,0_9,내원일수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,1638,7486,1703,1100299,982838,117461,2019,0_9,청구건수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,66,1256,5658,1316,918537,797056,121481,2020,0_9,청구건수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,93,767,3064,834,573202,503161,70041,2022,0_9,청구건수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,95,910,4239,1028,815063,721584,93479,2023,0_9,청구건수
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,1638,7486,1703,1100299,982838,117461,2019,0_9,요양급여비용총액
입원,B00,헤르페스바이러스[단순헤르페스] 감염,66,1256,5658,1316,918537,797056,121481,2020,0_9,요양급여비용총액
입원,B00,헤르페스바이러스[단순헤르페스] 감염,93,767,3064,834,573202,503161,70041,2022,0_9,요양급여비용총액
입원,B00,헤르페스바이러스[단순헤르페스] 감염,95,910,4239,1028,815063,721584,93479,2023,0_9,요양급여비용총액
입원,B00,헤르페스바이러스[단순헤르페스] 감염,71,1638,7486,1703,1100299,982838,117461,2019,0_9,보험자부담금
입원,B00,헤르페스바이러스[단순헤르페스] 감염,66,1256,5658,1316,918537,797056,121481,2020,0_9,보험자부담금
입원,B00,헤르페스바이러스[단순헤르페스] 감염,93,767,3064,834,573202,503161,70041,2022,0_9,보험자부담금
입원,B00,헤르페스바이러스[단순헤르페스] 감염,95,910,4239,1028,815063,721584,93479,2023,0_9,보험자부담금
입원,B01,수두,106,888,4646,921,1013386,939318,74068,2019,0_9,환자수
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,환자수
입원,B01,수두,106,888,4646,921,1013386,939318,74068,2019,0_9,내원일수
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,내원일수
입원,B01,수두,106,888,4646,921,1013386,939318,74068,2019,0_9,청구건수
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,청구건수
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,요양급여비용총액
입원,B01,수두,106,888,4646,921,1013386,939318,74068,2019,0_9,보험자부담금
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,보험자부담금
입원,B01,수두,91,737,4411,756,1089235,977349,111886,2019,10_19,환자부담금
입원,B01,수두,255,348,2095,362,669691,557908,111783,2019,20_29,환자부담금
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,환자수
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,내원일수
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,청구건수
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,요양급여비용총액
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,보험자부담금
입원,B08,달리 분류되지 않은 피부 및 점막병변이 특징인 기타 바이러스감염,6,52604,235379,58054,40168852,36857406,3311446,2019,0_9,환자부담금
입원,B09,피부 및 점막병변이 특징인 상세불명의 바이러스감염,150,443,1451,463,294757,263541,31216,2019,0_9,내원일수
입원,B09,피부 및 점막병변이 특징인 상세불명의 바이러스감염,150,443,1451,463,294757,263541,31216,2019,0_9,요양급여비용총액
입원,B09,피부 및 점막병변이 특징인 상세불명의 바이러스감염,150,443,1451,463,294757,263541,31216,2019,0_9,보험자부담금
입원,B09,피부 및 점막병변이 특징인 상세불명의 바이러스감염,150,443,1451,463,294757,263541,31216,2019,0_9,환자부담금
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,환자수
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,환자수
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,내원일수
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,내원일수
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,청구건수
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,청구건수
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,요양급여비용총액
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,요양급여비용총액
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,보험자부담금
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,보험자부담금
입원,B15,급성 A형간염,46,5158,44222,5721,12544299,9962122,2582177,2019,30_39,환자부담금
입원,B15,급성 A형간염,49,4997,45154,5562,12736977,10089072,2647905,2019,40_49,환자부담금
입원,B18,만성 바이러스간염,172,1676,12612,2133,4437232,3523229,914003,2019,50_59,내원일수
입원,B26,볼거리,184,310,1339,318,294531,272651,21880,2019,0_9,환자수
입원,B26,볼거리,184,310,1339,318,294531,272651,21880,2019,0_9,청구건수
입원,B26,볼거리,184,310,1339,318,294531,272651,21880,2019,0_9,요양급여비용총액
입원,B26,볼거리,184,310,1339,318,294531,272651,21880,2019,0_9,보험자부담금
입원,B27,감염성 단핵구증,142,497,3091,556,681991,609488,72503,2019,0_9,환자수
입원,B27,감염성 단핵구증,125,523,2953,597,646418,564811,81607,2020,0_9,환자수
입원,B27,감염성 단핵구증,142,497,3091,556,681991,609488,72503,2019,0_9,내원일수
입원,B27,감염성 단핵구증,125,523,2953,597,646418,564811,81607,2020,0_9,내원일수
입원,B27,감염성 단핵구증,125,523,2953,597,646418,564811,81607,2020,0_9,청구건수
입원,B27,감염성 단핵구증,142,497,3091,556,681991,609488,72503,2019,0_9,보험자부담금
입원,B27,감염성 단핵구증,151,295,1638,348,401877,355860,46017,2022,0_9,환자부담금
입원,B34,상세불명 부위의 바이러스감염,15,19467,58333,20726,10812100,9721078,1091022,2019,0_9,환자수
입원,B34,상세불명 부위의 바이러스감염,20,8603,21714,9856,4681457,4228890,452567,2020,0_9,환자수
입원,B34,상세불명 부위의 바이러스감염,13,12555,28430,15295,7082714,6464372,618342,2022,0_9,환자수
입원,B34,상세불명 부위의 바이러스감염,7,37489,104119,42414,23832590,21273980,2558610,2023,0_9,환자수
입원,B34,상세불명 부위의 바이러스감염,33,2511,5300,2725,1422482,1227797,194685,2023,10_19,환자수
입원,B34,상세불명 부위의 바이러스감염,15,19467,58333,20726,10812100,9721078,1091022,2019,0_9,내원일수
입원,B34,상세불명 부위의 바이러스감염,20,8603,21714,9856,4681457,4228890,452567,2020,0_9,내원일수
입원,B34,상세불명 부위의 바이러스감염,13,12555,28430,15295,7082714,6464372,618342,2022,0_9,내원일수
입원,B34,상세불명 부위의 바이러스감염,126,1448,13395,2051,1966419,1602709,363710,2022,80_,내원일수
입원,B34,상세불명 부위의 바이러스감염,7,37489,104119,42414,23832590,21273980,2558610,2023,0_9,내원일수
입원,B34,상세불명 부위의 바이러스감염,15,19467,58333,20726,10812100,9721078,1091022,2019,0_9,청구건수
입원,B34,상세불명 부위의 바이러스감염,20,8603,21714,9856,4681457,4228890,452567,2020,0_9,청구건수
입원,B34,상세불명 부위의 바이러스감염,13,12555,28430,15295,7082714,6464372,618342,2022,0_9,청구건수
입원,B34,상세불명 부위의 바이러스감염,7,37489,104119,42414,23832590,21273980,2558610,2023,0_9,청구건수
입원,B34,상세불명 부위의 바이러스감염,15,19467,58333,20726,10812100,9721078,1091022,2019,0_9,요양급여비용총액
